cell_line_name,drug_name,putative_target,ln_ic50,cell_line_encoded,drug_encoded
HT55,PD0325901,"MEK1, MEK2",-1.990569,305,104
GP5d,PD0325901,"MEK1, MEK2",-1.437859,240,104
KU-19-19,PD0325901,"MEK1, MEK2",-2.705189,403,104
LAMA-84,PD0325901,"MEK1, MEK2",-2.166811,424,104
LoVo,PD0325901,"MEK1, MEK2",-1.150773,461,104
LS-411N,PD0325901,"MEK1, MEK2",-2.017347,452,104
LU-99A,PD0325901,"MEK1, MEK2",-0.378088,459,104
MEG-01,PD0325901,"MEK1, MEK2",-1.637066,479,104
MV-4-11,PD0325901,"MEK1, MEK2",-2.145155,519,104
NCI-H508,PD0325901,"MEK1, MEK2",-0.728873,636,104
SNU-5,PD0325901,"MEK1, MEK2",-1.723835,847,104
NH-12,PD0325901,"MEK1, MEK2",-0.829742,665,104
NKM-1,PD0325901,"MEK1, MEK2",-1.593457,667,104
NCI-H747,PD0325901,"MEK1, MEK2",-2.791425,654,104
NCI-H716,PD0325901,"MEK1, MEK2",-0.377952,650,104
NCI-H358,PD0325901,"MEK1, MEK2",-0.520633,632,104
NCI-H1666,PD0325901,"MEK1, MEK2",-1.442502,562,104
NCI-H1993,PD0325901,"MEK1, MEK2",-0.896386,582,104
ONS-76,PD0325901,"MEK1, MEK2",-1.943584,693,104
P31-FUJ,PD0325901,"MEK1, MEK2",-0.756874,715,104
RCM-1,PD0325901,"MEK1, MEK2",-1.467917,751,104
SAS,PD0325901,"MEK1, MEK2",-0.700393,781,104
SK-CO-1,PD0325901,"MEK1, MEK2",-2.352397,804,104
SK-MEL-24,PD0325901,"MEK1, MEK2",-1.052667,813,104
SK-MEL-30,PD0325901,"MEK1, MEK2",-2.359714,816,104
SW1116,PD0325901,"MEK1, MEK2",-0.659239,871,104
SW1417,PD0325901,"MEK1, MEK2",-1.303304,874,104
SW1463,PD0325901,"MEK1, MEK2",-1.626457,875,104
SW626,PD0325901,"MEK1, MEK2",-0.951588,883,104
SW948,PD0325901,"MEK1, MEK2",-1.231792,889,104
TALL-1,PD0325901,"MEK1, MEK2",-1.38652,900,104
THP-1,PD0325901,"MEK1, MEK2",-0.094138,919,104
TYK-nu,PD0325901,"MEK1, MEK2",-0.305949,928,104
WM-115,PD0325901,"MEK1, MEK2",-0.317846,952,104
RCC10RGB,PD0325901,"MEK1, MEK2",0.1079,749,104
PSN1,PD0325901,"MEK1, MEK2",-1.819385,738,104
COLO-678,PD0325901,"MEK1, MEK2",-0.246079,112,104
AsPC-1,PD0325901,"MEK1, MEK2",0.499635,41,104
BV-173,PD0325901,"MEK1, MEK2",-1.369693,67,104
SNU-C1,PD0325901,"MEK1, MEK2",-1.525934,850,104
CAPAN-2,PD0325901,"MEK1, MEK2",-0.038056,93,104
CAL-27,PD0325901,"MEK1, MEK2",-0.539187,81,104
A101D,PD0325901,"MEK1, MEK2",-1.737012,13,104
BFTC-905,PD0325901,"MEK1, MEK2",-1.578175,52,104
RERF-LC-MS,PD0325901,"MEK1, MEK2",-0.951957,756,104
GAK,PD0325901,"MEK1, MEK2",-2.268681,231,104
AM-38,PD0325901,"MEK1, MEK2",-1.725016,34,104
A4-Fuk,PD0325901,"MEK1, MEK2",-0.848108,22,104
DOK,PD0325901,"MEK1, MEK2",-1.947003,169,104
LS-1034,PD0325901,"MEK1, MEK2",-1.093014,449,104
BPH-1,PD0325901,"MEK1, MEK2",-1.645204,62,104
CAL-39,PD0325901,"MEK1, MEK2",-2.145913,84,104
HTC-C3,PD0325901,"MEK1, MEK2",-1.458962,306,104
K5,PD0325901,"MEK1, MEK2",-2.786462,364,104
SW954,PD0325901,"MEK1, MEK2",-0.312484,890,104
MMAc-SF,PD0325901,"MEK1, MEK2",-2.748613,503,104
MKN45,PD0325901,"MEK1, MEK2",-0.556546,497,104
Caov-4,PD0325901,"MEK1, MEK2",-0.876169,144,104
LAN-6,PD0325901,"MEK1, MEK2",-1.44001,425,104
NB5,PD0325901,"MEK1, MEK2",-0.297436,536,104
MZ2-MEL,PD0325901,"MEK1, MEK2",-2.077794,522,104
LS-180,PD0325901,"MEK1, MEK2",-1.144414,451,104
COLO-783,PD0325901,"MEK1, MEK2",-2.545715,116,104
ES-2,PD0325901,"MEK1, MEK2",-0.668389,196,104
NCI-H3118,PD0325901,"MEK1, MEK2",-0.567411,628,104
Hep3B2-1-7,PD0325901,"MEK1, MEK2",-1.393644,308,104
IHH-4,PD0325901,"MEK1, MEK2",-1.166438,329,104
JHU-011,PD0325901,"MEK1, MEK2",-0.880488,350,104
JHU-022,PD0325901,"MEK1, MEK2",-1.146415,351,104
NB(TU)1-10,PD0325901,"MEK1, MEK2",-2.143073,528,104
NCI-H1915,PD0325901,"MEK1, MEK2",-0.652987,577,104
NCI-H3122,PD0325901,"MEK1, MEK2",-0.533418,629,104
OV-90,PD0325901,"MEK1, MEK2",-1.520695,701,104
PCI-15A,PD0325901,"MEK1, MEK2",-0.897064,728,104
PE-CA-PJ15,PD0325901,"MEK1, MEK2",0.10061,732,104
TT2609-C02,PD0325901,"MEK1, MEK2",-0.711575,926,104
WM278,PD0325901,"MEK1, MEK2",-2.266095,954,104
NCI-H2795,PD0325901,"MEK1, MEK2",-1.116417,619,104
Hs-766T,PD0325901,"MEK1, MEK2",-0.703479,315,104
JHU-029,PD0325901,"MEK1, MEK2",-0.202926,352,104
NCI-H2135,PD0325901,"MEK1, MEK2",-2.332207,596,104
PANC-02-03,PD0325901,"MEK1, MEK2",-0.743507,720,104
PANC-04-03,PD0325901,"MEK1, MEK2",0.182081,722,104
PL4,PD0325901,"MEK1, MEK2",-0.558081,737,104
QGP-1,PD0325901,"MEK1, MEK2",-0.691425,740,104
SAT,PD0325901,"MEK1, MEK2",-0.757902,782,104
WM793B,PD0325901,"MEK1, MEK2",-0.597185,956,104
JSC-1,PD0325901,"MEK1, MEK2",-1.472901,356,104
KOPN-8,PD0325901,"MEK1, MEK2",-1.703875,393,104
MOLM-13,PD0325901,"MEK1, MEK2",-1.500049,507,104
OCI-AML5,PD0325901,"MEK1, MEK2",-2.047782,683,104
OCI-M1,PD0325901,"MEK1, MEK2",-1.849256,686,104
PL-21,PD0325901,"MEK1, MEK2",-1.904098,736,104
Hey,PD0325901,"MEK1, MEK2",-0.964473,309,104
JHOS-3,PD0325901,"MEK1, MEK2",-2.077833,348,104
OACp4C,PD0325901,"MEK1, MEK2",-0.694332,677,104
SK-GT-4,PD0325901,"MEK1, MEK2",-1.099051,807,104
ESO51,PD0325901,"MEK1, MEK2",-0.516822,204,104
EMC-BAC-1,PD0325901,"MEK1, MEK2",-0.138161,192,104
SNU-407,PD0325901,"MEK1, MEK2",-1.08491,844,104
COLO-829,Selumetinib,"MEK1, MEK2",1.502589,120,124
NCI-H1437,Selumetinib,"MEK1, MEK2",-0.12673,552,124
NCI-H2122,Selumetinib,"MEK1, MEK2",0.259634,595,124
Calu-6,Selumetinib,"MEK1, MEK2",1.509597,142,124
LU-65,Selumetinib,"MEK1, MEK2",-0.171798,458,124
NCI-H2009,Selumetinib,"MEK1, MEK2",1.473981,583,124
NCI-H2291,Selumetinib,"MEK1, MEK2",0.687519,605,124
EBC-1,Selumetinib,"MEK1, MEK2",0.709112,181,124
IM-9,Selumetinib,"MEK1, MEK2",0.029672,330,124
LB373-MEL-D,Selumetinib,"MEK1, MEK2",0.792381,429,124
NCI-H292,Selumetinib,"MEK1, MEK2",0.781966,627,124
TE-1,Selumetinib,"MEK1, MEK2",1.280171,904,124
A549,Selumetinib,"MEK1, MEK2",1.396444,26,124
SK-MEL-2,Selumetinib,"MEK1, MEK2",1.215253,812,124
SK-MEL-5,Selumetinib,"MEK1, MEK2",1.110655,818,124
SW620,Selumetinib,"MEK1, MEK2",-0.080054,882,124
NCI-H322M,Selumetinib,"MEK1, MEK2",0.846742,630,124
IGROV-1,Selumetinib,"MEK1, MEK2",1.195171,328,124
OVCAR-5,Selumetinib,"MEK1, MEK2",1.186634,706,124
HCC2998,Selumetinib,"MEK1, MEK2",-0.150015,271,124
LOXIMVI,Selumetinib,"MEK1, MEK2",0.644172,447,124
KM12,Selumetinib,"MEK1, MEK2",0.817069,382,124
BHT-101,Selumetinib,"MEK1, MEK2",0.187248,54,124
AGS,Selumetinib,"MEK1, MEK2",1.219927,31,124
A2780,Selumetinib,"MEK1, MEK2",1.566838,18,124
G-361,Selumetinib,"MEK1, MEK2",0.019816,226,124
H9,Selumetinib,"MEK1, MEK2",0.673849,246,124
HMV-II,Selumetinib,"MEK1, MEK2",0.19669,285,124
HT-144,Selumetinib,"MEK1, MEK2",-0.130078,302,124
HuCCT1,Selumetinib,"MEK1, MEK2",1.508784,318,124
HT55,Selumetinib,"MEK1, MEK2",0.4375,305,124
KU812,Selumetinib,"MEK1, MEK2",-0.05227,404,124
KU-19-19,Selumetinib,"MEK1, MEK2",0.156693,403,124
LAMA-84,Selumetinib,"MEK1, MEK2",0.660899,424,124
LoVo,Selumetinib,"MEK1, MEK2",1.303461,461,124
LS-411N,Selumetinib,"MEK1, MEK2",1.263838,452,124
NOMO-1,Selumetinib,"MEK1, MEK2",1.003802,669,124
NCI-H747,Selumetinib,"MEK1, MEK2",0.63617,654,124
NCI-H358,Selumetinib,"MEK1, MEK2",1.781228,632,124
NCI-H1666,Selumetinib,"MEK1, MEK2",0.633897,562,124
ONS-76,Selumetinib,"MEK1, MEK2",0.992738,693,124
RMG-I,Selumetinib,"MEK1, MEK2",2.752286,766,124
SK-CO-1,Selumetinib,"MEK1, MEK2",0.207346,804,124
SK-MEL-1,Selumetinib,"MEK1, MEK2",-0.166893,811,124
SK-MEL-24,Selumetinib,"MEK1, MEK2",1.315905,813,124
SNU-C2B,Selumetinib,"MEK1, MEK2",2.101249,851,124
SW1417,Selumetinib,"MEK1, MEK2",1.963342,874,124
SW626,Selumetinib,"MEK1, MEK2",0.603287,883,124
TALL-1,Selumetinib,"MEK1, MEK2",0.424983,900,124
THP-1,Selumetinib,"MEK1, MEK2",0.653141,919,124
PSN1,Selumetinib,"MEK1, MEK2",1.604498,738,124
AsPC-1,Selumetinib,"MEK1, MEK2",2.336508,41,124
SCC-4,Selumetinib,"MEK1, MEK2",1.219726,789,124
SNU-C1,Selumetinib,"MEK1, MEK2",1.215113,850,124
A101D,Selumetinib,"MEK1, MEK2",1.070585,13,124
BFTC-905,Selumetinib,"MEK1, MEK2",0.546885,52,124
RERF-LC-MS,Selumetinib,"MEK1, MEK2",0.498994,756,124
GAK,Selumetinib,"MEK1, MEK2",0.742474,231,124
AM-38,Selumetinib,"MEK1, MEK2",1.063256,34,124
DOK,Selumetinib,"MEK1, MEK2",1.267634,169,124
BPH-1,Selumetinib,"MEK1, MEK2",1.196645,62,124
CAL-39,Selumetinib,"MEK1, MEK2",1.159289,84,124
K5,Selumetinib,"MEK1, MEK2",0.70583,364,124
MMAc-SF,Selumetinib,"MEK1, MEK2",0.290053,503,124
LAN-6,Selumetinib,"MEK1, MEK2",0.478405,425,124
ES-2,Selumetinib,"MEK1, MEK2",0.717018,196,124
Hep3B2-1-7,Selumetinib,"MEK1, MEK2",0.414267,308,124
NB(TU)1-10,Selumetinib,"MEK1, MEK2",0.635796,528,124
NCI-H1915,Selumetinib,"MEK1, MEK2",1.090931,577,124
OV-90,Selumetinib,"MEK1, MEK2",1.214439,701,124
TT2609-C02,Selumetinib,"MEK1, MEK2",1.985745,926,124
Hs-766T,Selumetinib,"MEK1, MEK2",1.960861,315,124
JHU-029,Selumetinib,"MEK1, MEK2",1.167053,352,124
NCI-H2135,Selumetinib,"MEK1, MEK2",1.008046,596,124
NUGC-4,Selumetinib,"MEK1, MEK2",1.43832,674,124
PANC-04-03,Selumetinib,"MEK1, MEK2",2.757307,722,124
QGP-1,Selumetinib,"MEK1, MEK2",1.596641,740,124
SCC90,Selumetinib,"MEK1, MEK2",1.117881,791,124
SW1271,Selumetinib,"MEK1, MEK2",2.360683,872,124
JURL-MK1,Selumetinib,"MEK1, MEK2",0.101871,357,124
OCI-AML5,Selumetinib,"MEK1, MEK2",0.876979,683,124
OCI-LY-19,Selumetinib,"MEK1, MEK2",1.114897,684,124
Hey,Selumetinib,"MEK1, MEK2",1.604634,309,124
JHOS-3,Selumetinib,"MEK1, MEK2",0.567145,348,124
OVCA420,Selumetinib,"MEK1, MEK2",1.64071,702,124
SK-GT-4,Selumetinib,"MEK1, MEK2",1.971692,807,124
PFSK-1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.00149,735,100
A673,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.007256,27,100
ES5,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.245238,199,100
ES7,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.66732,201,100
EW-11,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.717476,209,100
SK-ES-1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.179008,805,100
5637,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.092823,4,100
RT4,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.886271,776,100
SW780,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.66294,886,100
TCCSUP,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.06133,903,100
C-33-A,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-1.067483,70,100
C-4-I,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.352803,71,100
ME-180,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.722572,478,100
42-MG-BA,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.242138,2,100
8-MG-BA,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.924328,10,100
A172,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.480822,14,100
GB-1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.418421,233,100
U-118-MG,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.457664,929,100
U-87-MG,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.713447,933,100
Calu-3,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.151498,141,100
COR-L23,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.037896,122,100
LK-2,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.797846,439,100
NCI-H1623,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.014069,558,100
NCI-H1648,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.424672,559,100
NCI-H1693,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.798398,564,100
NCI-H1838,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.803866,574,100
NCI-H2085,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.463652,590,100
NCI-H2170,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.588804,598,100
NCI-H2342,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.79164,607,100
NCI-H2347,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.588944,608,100
NCI-H2405,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",2.483403,611,100
COR-L311,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.348066,125,100
DMS-114,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.132731,163,100
DMS-273,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.499202,164,100
NCI-H1048,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.955444,543,100
NCI-H1092,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.330083,544,100
NCI-H1963,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.026629,580,100
NCI-H209,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.988237,592,100
NCI-H2141,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.069423,597,100
NCI-H446,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.381172,634,100
NCI-H526,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.516336,642,100
NCI-H64,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.284572,644,100
NCI-H69,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.206027,649,100
NCI-H82,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.086802,657,100
SK-N-DZ,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.179736,823,100
SK-N-FI,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.618855,824,100
VA-ES-BJ,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.262454,944,100
LU-139,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.145194,456,100
SBC-5,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.298863,785,100
LU-135,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.232038,455,100
SK-N-SH,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.857236,825,100
NCI-H2122,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-1.030207,595,100
NCI-H650,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.812199,646,100
NCI-H929,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.29871,662,100
SK-N-AS,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.683072,822,100
NCI-H1299,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.578884,547,100
NCI-H2087,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.916724,591,100
SW756,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.931268,885,100
Calu-6,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.154225,142,100
LU-65,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.27488,458,100
NCI-H1355,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.211751,549,100
NCI-H1792,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.713761,571,100
MIA-PaCa-2,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.049978,494,100
SHP-77,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.204907,798,100
NCI-H2009,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.39685,583,100
SW1573,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.910643,877,100
TE-5,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.115586,911,100
HCC1187,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.962418,258,100
HCC1395,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.54038,259,100
HCC2157,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.463488,269,100
BB49-HNC,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.358685,45,100
Ca9-22,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.009922,139,100
CADO-ES1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.295304,76,100
CAL-33,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.74167,83,100
CP66-MEL,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.825606,131,100
CPC-N,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.884689,132,100
CTV-1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.329991,136,100
DSH1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.636818,171,100
EBC-1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.401031,181,100
EC-GI-10,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.031885,182,100
EPLC-272H,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.073597,195,100
HO-1-u-1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.628102,287,100
HSC-2,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-1.20967,293,100
IST-SL2,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.039849,337,100
J82,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.134189,338,100
KNS-62,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.686587,390,100
KYSE-140,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.465115,409,100
KYSE-410,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.546725,414,100
KYSE-520,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.702744,418,100
KYSE-70,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.2931,419,100
LB771-HNC,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.425463,431,100
LB831-BLC,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.779869,432,100
LB996-RCC,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.464723,433,100
LCLC-103H,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.017557,437,100
LXF-289,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.381854,460,100
MS-1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.009163,516,100
NCI-H835,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.696241,658,100
PC-14,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.445724,725,100
SBC-3,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.056749,784,100
SK-MM-2,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.371066,821,100
TE-15,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.246197,908,100
BE2-M17,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.01715,50,100
KELLY,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-1.226259,376,100
SIMA,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.219317,800,100
TE-1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.172872,904,100
TE-8,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.74874,913,100
OVCAR-3,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.171492,704,100
PC-3,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.987093,726,100
DU-145,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.589296,172,100
HCT-116,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-1.250089,275,100
HCT-15,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.439493,276,100
HL-60,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.646492,283,100
NCI-H23,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.135085,606,100
NCI-H522,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.109268,640,100
T47D,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.441403,897,100
MCF7,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.606982,466,100
786-0,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-1.348538,9,100
A498,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.70067,25,100
A549,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.342464,26,100
ACHN,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.555311,30,100
CCRF-CEM,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.006744,96,100
SK-MEL-5,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.53148,818,100
Hs-578-T,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.341249,311,100
MOLT-4,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.041219,512,100
MDA-MB-231,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.444982,469,100
COLO-205,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.478425,109,100
SW620,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.535127,882,100
RPMI-8226,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.171379,771,100
SR,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-1.686186,853,100
NCI-H322M,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.869211,630,100
IGROV-1,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.52662,328,100
OVCAR-5,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.871082,706,100
HCC2998,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.315943,271,100
HOP-62,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.104499,288,100
HOP-92,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.548088,289,100
LOXIMVI,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.626602,447,100
UACC-62,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.481569,938,100
UACC-257,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.952418,937,100
RXF393,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.573796,778,100
TK10,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.737564,921,100
U251,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.080992,936,100
SF539,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.342738,796,100
SF268,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.607047,794,100
KM12,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.533109,382,100
OVCAR-4,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.78577,705,100
OVCAR-8,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-0.028675,707,100
BxPC-3,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",0.953409,69,100
BHT-101,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",-1.566211,54,100
Becker,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.12978,68,100
